mmsi,country_name,Search,Manual Label,Notes,Person,nn_times_classified_all,nn_number_max_labels_all,nn_average_length_all,nn_max_label_all,nn_max_score_all,nn_max_label_fishing_all,nn_max_fishing_score_all,nn_max_sublabel_all,nn_max_sub_score_all,nn_max_sublabel_fishing_all,nn_max_sub_fishing_score_all,positions,active_positions,active_hours,fishing_points,num_A,num_B,iso3,,average_length,avg_num_distinct_lengths,avg_width,number_valid_length_messages,gap_hours,num_gaps,training_label,training_sublabel,training_length,training_listsources,spoofing_hours,num_overlapping_segs,fishing_fraction
900016544,Invalid MMSI,https://www.google.com/search?q=mmsi%20900016544,,,,3,1,20.44036324818929,Cargo_Tanker,0.999631941318512,Trawlers,1.2138509195014358E-7,Cargo,0.9141334295272827,Trawlers,3.4223344874452964E-8,1837,1756,2040.2448611111115,0,957,0,,,66.0,1.0,14.0,3,,,,,,,,,0.0
900027015,Invalid MMSI,https://www.google.com/search?q=mmsi%20900027015,,,,5,1,14.518166160583496,Cargo_Tanker,0.9996123909950256,Trawlers,5.6513188951612395E-6,Cargo,0.7241147041320801,Trawlers,5.109502251343656E-6,6222,5847,3177.3805555555555,172,3146,0,,,,,,,,,,,,,,,0.029416794937574826
900021888,Invalid MMSI,https://www.google.com/search?q=mmsi%20900021888,,,,4,1,15.755128264427185,Cargo_Tanker,0.9996108263731003,Squid,7.28637926869502E-8,Cargo,0.9741902202367783,Squid,3.155012069655516E-8,1677,1666,2101.5529166666665,0,911,0,,,,,,,,,,,,,,,0.0
900003847,Invalid MMSI,https://www.google.com/search?q=mmsi%20900003847,,,,7,1,-0.5223780870437622,Passenger,0.9996008362088885,Fixed_gear,2.2494593673186097E-7,Sailing,0.9907678706305367,Pots_and_traps,1.452611240481762E-4,15979,14283,15367.255277777778,0,383,0,,,,,,,,,,,,,,,0.0
800005252,Invalid MMSI,https://www.google.com/search?q=mmsi%20800005252,,,,5,1,16.977261352539063,Cargo_Tanker,0.9995892882347107,Trawlers,5.353676447951081E-9,Cargo,0.9840981960296631,Squid,4.812016342488866E-9,13044,10669,9114.654027777779,38,9181,0,,,,,,,,,,,,,1.0827777777777778,1,0.003561720873558909
600010421,Invalid MMSI,https://www.google.com/search?q=mmsi%20600010421,,,,2,1,8.617974281311035,Cargo_Tanker,0.999564915895462,Trawlers,2.249176578881032E-8,Cargo,0.9854214787483215,Trawlers,4.20892971439088E-8,2147,1817,1271.9654166666664,1,922,0,,,45.0,1.0,9.0,1133,,,,,,,,,5.50357732526142E-4
700000043,Invalid MMSI,https://www.google.com/search?q=mmsi%20700000043,,,,3,1,6.304795106252034,Cargo_Tanker,0.9995537996292114,Trawlers,8.512915904608972E-10,Cargo,0.9869924982388815,Trawlers,2.0858157330957048E-9,7496,7276,2283.9449999999997,15,0,0,,,200.0,1.0,50.0,1,,,,,,,,,0.002061572292468389
150200402,Invalid MMSI,https://www.google.com/search?q=mmsi%20150200402,,,,2,1,4.5072150230407715,Cargo_Tanker,0.99954754114151,Trawlers,6.904672480382429E-8,Cargo,0.9647514224052429,Trawlers,1.6235129103765733E-7,1757,1715,1565.1755555555555,0,946,0,,,,,,,,,,,,,,,0.0
800004917,Invalid MMSI,https://www.google.com/search?q=mmsi%20800004917,,,,6,1,9.60016949971517,Cargo_Tanker,0.9995284676551819,Trawlers,2.388808557762569E-8,Cargo,0.9622713128725687,Trawlers,1.3283719754239356E-8,7888,7636,7904.355555555555,14,6564,0,,,,,,,,,,,,,2.1194444444444445,1,0.0018334206390780514
160000224,Invalid MMSI,https://www.google.com/search?q=mmsi%20160000224,,,,1,1,7.449073314666748,Cargo_Tanker,0.999528169631958,Squid,2.981683259670187E-12,Cargo,0.9939014911651611,Squid,4.27456247481528E-12,2708,1524,1676.5890277777776,0,679,0,,,,,,,,,,,,,,,0.0
900003700,Invalid MMSI,https://www.google.com/search?q=mmsi%20900003700,,,,4,1,25.9201340675354,Cargo_Tanker,0.9994964152574539,Trawlers,3.2770028406126084E-8,Cargo,0.9128544628620148,Trawlers,2.3042751481211488E-8,3801,3728,3340.5451388888887,16,2617,0,,,,,,,,,,,,,,,0.004291845493562232
535502888,Invalid MMSI,https://www.google.com/search?q=mmsi%20535502888,,,,1,1,11.159294128417969,Cargo_Tanker,0.9994779229164124,Trawlers,1.5245813119690865E-4,Cargo,0.7179247736930847,Trawlers,1.455246383557096E-4,4188,3906,2750.024027777777,175,0,0,,,28.0,1.0,5.0,1072,,,,,,,,,0.044802867383512544
800016520,Invalid MMSI,https://www.google.com/search?q=mmsi%20800016520,,,,2,1,25.139095306396484,Cargo_Tanker,0.9994651675224304,Squid,1.8300852591170147E-9,Cargo,0.9890540838241577,Squid,3.871061297899825E-9,3695,2767,1754.9177777777782,63,2859,0,,,,,,,,,,,,,,,0.022768341163715216
400426720,Invalid MMSI,https://www.google.com/search?q=mmsi%20400426720,,,,6,1,16.70447015762329,Cargo_Tanker,0.9994214773178101,Trawlers,2.7845997929413595E-5,Cargo,0.6993054250876108,Trawlers,2.5844473112120642E-5,16373,5124,3053.930277777778,180,2751,0,,,53.0,1.0,9.0,5203,,,,,,,,,0.0351288056206089
900019604,Invalid MMSI,https://www.google.com/search?q=mmsi%20900019604,,,,1,1,13.22004508972168,Cargo_Tanker,0.9994088411331177,Squid,1.1034049975933158E-6,Cargo,0.8890320658683777,Squid,6.164113983686548E-7,1166,1023,786.5204166666665,0,510,0,,,,,,,,,,,,,,,0.0
900022558,Invalid MMSI,https://www.google.com/search?q=mmsi%20900022558,,,,8,1,7.943172633647919,Cargo_Tanker,0.9994030669331551,Trawlers,1.509538244080788E-5,Cargo,0.8845803588628769,Trawlers,1.160191095002372E-5,16100,13561,10828.252500000002,0,8189,0,,,,,,,,,,,,,,,0.0
160000149,Invalid MMSI,https://www.google.com/search?q=mmsi%20160000149,,,,4,1,4.833432197570801,Cargo_Tanker,0.9993944317102432,Squid,3.5086005585258095E-10,Cargo,0.9894707351922989,Squid,7.45035348519163E-10,8066,7820,6869.505694444444,15,2946,0,,,,,,,,,,,,,22.74388888888889,1,0.0019181585677749361
900028751,Invalid MMSI,https://www.google.com/search?q=mmsi%20900028751,,,,2,1,14.822164535522461,Cargo_Tanker,0.9993018805980682,Squid,4.313333596599276E-9,Cargo,0.9756516814231873,Squid,4.394359879206526E-9,4383,3997,3563.435833333334,0,2238,0,,,50.0,1.0,10.0,5,,,,,,,,,0.0
900007706,Invalid MMSI,https://www.google.com/search?q=mmsi%20900007706,,,,2,1,12.656679153442383,Cargo_Tanker,0.9992848038673401,Trawlers,1.320359285655881E-7,Cargo,0.952533632516861,Trawlers,1.1349886759604022E-7,1115,1090,1775.3634722222223,0,832,0,,,,,,,,,,,,,,,0.0
900025433,Invalid MMSI,https://www.google.com/search?q=mmsi%20900025433,,,,8,1,23.107113361358643,Cargo_Tanker,0.999280259013176,Trawlers,5.282366871911873E-8,Cargo,0.9650926887989044,Trawlers,3.258468409287826E-8,6121,5937,3587.0273611111115,3,2732,0,,,33.0,1.0,6.0,1,,,,,,,,,5.053057099545225E-4
150202046,Invalid MMSI,https://www.google.com/search?q=mmsi%20150202046,,,,1,1,28.14334487915039,Cargo_Tanker,0.9992539286613464,Squid,2.7332913710154116E-10,Cargo,0.979270339012146,Squid,1.096646218279318E-9,1718,1361,657.5440277777777,0,385,0,,,146.0,1.0,4.0,42,,,,,,,,,0.0
900011121,Invalid MMSI,https://www.google.com/search?q=mmsi%20900011121,,,,3,1,3.803180535634359,Cargo_Tanker,0.9992265899976095,Squid,1.0414401950484727E-7,Cargo,0.9785178502400717,Squid,6.830581211455036E-8,2437,1721,2268.697222222222,0,1075,0,,,,,,,,,,,,,,,0.0
800022840,Invalid MMSI,https://www.google.com/search?q=mmsi%20800022840,,,,1,1,13.12730884552002,Cargo_Tanker,0.9991829991340637,Squid,6.094086346664085E-11,Cargo,0.9818715453147888,Squid,9.445039889088847E-11,3277,1796,1221.221944444444,2,2714,0,,,,,,,,,,,,,,,0.0011135857461024498
900024562,Invalid MMSI,https://www.google.com/search?q=mmsi%20900024562,,,,1,1,35.3046760559082,Cargo_Tanker,0.999176561832428,Trawlers,1.235169566626837E-8,Cargo,0.9482982158660889,Squid,1.0919007920051627E-8,2927,2863,1260.1059722222221,2,1667,0,,,,,,,,,,,,,,,6.985679357317499E-4
800015412,Invalid MMSI,https://www.google.com/search?q=mmsi%20800015412,,,,2,1,14.201144218444824,Cargo_Tanker,0.9991649389266968,Squid,2.9566574022421577E-8,Cargo,0.9597895741462708,Squid,3.132964274121797E-8,4013,2392,2177.1198611111117,0,2368,0,,,,,,,,,,,,,,,0.0
900017958,Invalid MMSI,https://www.google.com/search?q=mmsi%20900017958,,,,2,1,5.16762113571167,Cargo_Tanker,0.9991440773010254,Trawlers,4.9620720310450395E-9,Cargo,0.9568335115909576,Trawlers,1.4350774013571765E-8,2671,2591,1782.5279166666664,0,1636,0,,,,,,,,,,,,,11.680555555555555,1,0.0
800008784,Invalid MMSI,https://www.google.com/search?q=mmsi%20800008784,,,,2,1,21.07826328277588,Cargo_Tanker,0.9990929961204529,Trawlers,9.719206445879536E-6,Cargo,0.564954861998558,Trawlers,8.329353249791893E-6,3357,3087,3186.9526388888894,49,3047,0,,,,,,,,,,,,,,,0.015873015873015872
900005942,Invalid MMSI,https://www.google.com/search?q=mmsi%20900005942,,,,2,1,24.712525844573975,Cargo_Tanker,0.9990717470645905,Trawlers,1.9427474573507908E-8,Cargo,0.9616011083126068,Trawlers,1.1713713360395062E-8,2580,2428,4040.2843055555554,0,1665,0,,,,,,,,,,,,,,,0.0
200005140,Invalid MMSI,https://www.google.com/search?q=mmsi%20200005140,,,,1,1,38.156105041503906,Cargo_Tanker,0.9990643858909607,Trawlers,3.732830933245168E-9,Cargo,0.942823588848114,Trawlers,3.725630914885869E-9,1965,1920,989.8238888888889,0,425,0,,,,,,,,,,,,,,,0.0
900005042,Invalid MMSI,https://www.google.com/search?q=mmsi%20900005042,,,,2,1,29.041107177734375,Cargo_Tanker,0.9989811778068542,Trawlers,4.4155885170482634E-8,Cargo,0.9121443629264832,Trawlers,2.3060768405969156E-8,1983,1937,1398.167222222222,0,1476,0,,,,,,,,,,,,,,,0.0
900010710,Invalid MMSI,https://www.google.com/search?q=mmsi%20900010710,,,,3,1,16.345160802205402,Cargo_Tanker,0.9989721179008484,Squid,2.4474478571105223E-8,Cargo,0.9725144108136495,Squid,2.032839194661869E-8,4383,4184,2873.874166666666,4,2502,0,,,,,,,,,,,,,,,9.560229445506692E-4
900022390,Invalid MMSI,https://www.google.com/search?q=mmsi%20900022390,,,,2,1,22.9318528175354,Cargo_Tanker,0.9988589882850647,Trawlers,2.557544877702239E-9,Cargo,0.9279009401798248,Trawlers,3.6341400912881516E-9,1817,1812,1554.8272222222226,0,1422,0,,,,,,,,,,,,,,,0.0
900020152,Invalid MMSI,https://www.google.com/search?q=mmsi%20900020152,,,,3,1,8.201117356618246,Cargo_Tanker,0.9988407293955485,Trawlers,4.418201565714597E-8,Cargo,0.9661702315012614,Trawlers,8.51620781764743E-8,4008,3922,3077.042361111111,3,2127,0,,,,,,,,,,,,,,,7.649158592554819E-4
800026389,Invalid MMSI,https://www.google.com/search?q=mmsi%20800026389,,,,3,1,10.669023752212524,Cargo_Tanker,0.9988278746604919,Squid,4.8762121007683845E-9,Cargo,0.9674997727076212,Squid,8.557276220955146E-9,6916,2939,1359.1818055555557,73,2852,0,,,,,,,,,,,,,0.295,1,0.024838380401497107
801254788,Invalid MMSI,https://www.google.com/search?q=mmsi%20801254788,,,,4,1,9.704397201538086,Cargo_Tanker,0.9988245218992233,Trawlers,3.0082423180033402E-5,Cargo,0.766063466668129,Trawlers,2.3239337750169398E-5,9494,9063,7258.207083333335,302,7182,0,,,53.0,1.0,9.0,6126,,,,,,,,,0.03332229945934018
150201101,Invalid MMSI,https://www.google.com/search?q=mmsi%20150201101,,,,1,1,20.267562866210938,Cargo_Tanker,0.9987995624542236,Trawlers,7.580344885127488E-8,Cargo,0.9303831458091736,Trawlers,5.794328572505947E-8,1093,1015,1084.0948611111112,0,85,0,,,,,,,,,,,,,,,0.0
900014232,Invalid MMSI,https://www.google.com/search?q=mmsi%20900014232,,,,4,1,26.19250249862671,Cargo_Tanker,0.998797670006752,Trawlers,1.8858753704498188E-8,Cargo,0.8971302807331085,Trawlers,8.085368707888563E-9,3139,3115,2676.6052777777777,0,1554,0,,,,,,,,,,,,,,,0.0
900019550,Invalid MMSI,https://www.google.com/search?q=mmsi%20900019550,,,,3,1,12.64623991648356,Cargo_Tanker,0.9987154603004456,Trawlers,2.5366127030264823E-4,Cargo,0.7922425667444865,Trawlers,2.774395639493221E-4,2726,2029,1812.287222222222,1,1271,0,,,,,,,,,,,,,,,4.928536224741252E-4
200003698,Invalid MMSI,https://www.google.com/search?q=mmsi%20200003698,,,,2,1,19.99594020843506,Cargo_Tanker,0.9986571073532104,Trawlers,1.8972599264088785E-5,Cargo,0.8294597566127777,Trawlers,1.3728647218158585E-5,12225,9006,3337.002916666667,6,1212,0,,,54.99769850402762,2.0,8.062140391254315,869,,,,,,,6.337777777777778,1,6.662225183211193E-4
958888888,Invalid MMSI,https://www.google.com/search?q=mmsi%20958888888,,,,5,1,18.093059539794922,Cargo_Tanker,0.9986083507537842,Trawlers,7.747624446441392E-8,Cargo,0.5063016183674336,Trawlers,9.208992409748263E-8,39234,4723,2210.205972222222,147,8911,0,,,,,,,,,,,,,,,0.031124285411814525
900018571,Invalid MMSI,https://www.google.com/search?q=mmsi%20900018571,,,,6,1,16.885265350341797,Cargo_Tanker,0.9985751012961069,Trawlers,3.9137631109851617E-4,Cargo,0.7901503990093867,Trawlers,5.246990324316372E-4,24712,13071,4933.1584722222215,13,14051,0,,,,,,,,,,,,,,,9.945681279167624E-4
900009301,Invalid MMSI,https://www.google.com/search?q=mmsi%20900009301,,,,1,1,18.691532135009766,Cargo_Tanker,0.9985657334327698,Squid,1.1331827636240632E-6,Cargo,0.9634308815002441,Squid,5.830876830259513E-7,1853,1668,2769.353888888889,0,730,0,,,,,,,,,,,,,,,0.0
200004203,Invalid MMSI,https://www.google.com/search?q=mmsi%20200004203,,,,2,1,28.0439395904541,Cargo_Tanker,0.9985610246658325,Squid,7.3752393081605305E-9,Cargo,0.9825222790241241,Squid,8.03621569289703E-9,2216,2079,566.7022222222223,0,312,0,,,,,,,,,,,,,,,0.0
123445566,Invalid MMSI,https://www.google.com/search?q=mmsi%20123445566,,,,2,1,10.90657353401184,Cargo_Tanker,0.9985568225383759,Trawlers,1.2162820155481313E-6,Cargo,0.8676508963108063,Trawlers,4.4300632051630373E-7,1447,1398,3482.105138888889,10,1348,0,,,40.0,1.0,6.618666666666667,267,2572.6672222222223,5,,,,,,,0.00715307582260372
800022040,Invalid MMSI,https://www.google.com/search?q=mmsi%20800022040,,,,2,1,25.20839834213257,Cargo_Tanker,0.9984630048274994,Squid,1.5620741922184322E-9,Cargo,0.9932104349136353,Squid,3.2157995155657204E-9,1750,1299,997.7595833333332,30,1749,0,,,,,,,,,,,,,,,0.023094688221709007
800015318,Invalid MMSI,https://www.google.com/search?q=mmsi%20800015318,,,,1,1,23.50932502746582,Cargo_Tanker,0.9983444213867188,Squid,5.882871079165852E-9,Cargo,0.970140278339386,Squid,7.57411466878466E-9,1955,1332,1006.1577777777777,0,1353,0,,,,,,,,,,,,,,,0.0
800021426,Invalid MMSI,https://www.google.com/search?q=mmsi%20800021426,,,,1,1,4.2176127433776855,Cargo_Tanker,0.9983395338058472,Trawlers,1.1244119377806783E-6,Cargo,0.5354179739952087,Trawlers,9.181596851703944E-7,3264,3244,3897.7329166666664,6,1489,0,,,,,,,,,,,,,,,0.0018495684340320592
900013941,Invalid MMSI,https://www.google.com/search?q=mmsi%20900013941,,,,8,1,0.09856626391410828,Passenger,0.9983298033475876,Trawlers,7.602825621789901E-8,Sailing,0.8556881975382566,Pots_and_traps,1.3200290753814792E-5,14649,11819,16434.620416666665,28,2993,0,,,,,,,,,,,,,452.9991666666667,6,0.0023690667569168287
900029639,Invalid MMSI,https://www.google.com/search?q=mmsi%20900029639,,,,2,1,6.502273917198181,Passenger,0.9982796311378479,Trawlers,3.868589065660899E-4,Sailing,0.9954459965229034,Trawlers,6.175220905788592E-4,3838,3710,3079.5681944444445,18,1879,0,,,,,,,,,,,,,,,0.004851752021563342
900402802,Invalid MMSI,https://www.google.com/search?q=mmsi%20900402802,,,,1,1,18.23631477355957,Tug_Pilot,0.9982113838195801,Purse_seines,1.0776902854559012E-6,Tug,0.9980911612510681,Purse_seines,1.4800725693930872E-6,9097,6945,1606.0331944444429,0,4054,0,,,21.0,1.0,3.0,5655,,,,,,,,,0.0
800021755,Invalid MMSI,https://www.google.com/search?q=mmsi%20800021755,,,,5,1,12.900979614257812,Cargo_Tanker,0.9981809854507446,Trawlers,4.094843415111682E-8,Cargo,0.9608569145202637,Trawlers,3.620594822492662E-8,5991,3761,3840.0826388888886,0,5425,0,,,,,,,,,,,,,,,0.0
600011940,Invalid MMSI,https://www.google.com/search?q=mmsi%20600011940,,,,1,1,39.75880432128906,Cargo_Tanker,0.99811851978302,Trawlers,2.2047668579716628E-8,Cargo,0.8784181475639343,Squid,1.314229791660182E-8,1241,1226,333.4254166666666,0,438,0,,,,,,,,,,,,,,,0.0
200000528,Invalid MMSI,https://www.google.com/search?q=mmsi%20200000528,,,,1,1,31.060958862304688,Cargo_Tanker,0.9981046915054321,Trawlers,5.331616534931527E-7,Cargo,0.8686678409576416,Trawlers,2.616828851387254E-7,1277,1270,579.4061111111112,0,177,0,,,,,,,,,,,,,,,0.0
800004104,Invalid MMSI,https://www.google.com/search?q=mmsi%20800004104,,,,6,1,-0.3747113148371379,Cargo_Tanker,0.9980501731236776,Trawlers,1.0685679379377847E-5,Cargo,0.9504114886124929,Trawlers,1.3226963866852515E-5,8160,5388,5565.45138888889,279,3855,0,,,,,,,,,,,,,,,0.05178173719376392
150204610,Invalid MMSI,https://www.google.com/search?q=mmsi%20150204610,,,,1,1,49.366695404052734,Cargo_Tanker,0.9980015158653259,Trawlers,1.0550095519423763E-10,Cargo,0.9514070153236389,Squid,2.83209622420344E-10,1206,1153,439.1730555555556,1,391,0,,,,,,,,,,,,,,,8.673026886383347E-4
900008608,Invalid MMSI,https://www.google.com/search?q=mmsi%20900008608,,,,2,1,20.56562900543213,Cargo_Tanker,0.9978490769863129,Squid,5.8452197554403895E-8,Cargo,0.9473629891872406,Squid,5.3790189635805064E-8,2653,2429,1995.7909722222223,0,990,0,,,,,,,,,,,,,,,0.0
900014915,Invalid MMSI,https://www.google.com/search?q=mmsi%20900014915,,,,2,1,40.260029792785645,Cargo_Tanker,0.9977782666683197,Trawlers,3.378092250372333E-9,Cargo,0.8343707621097565,Trawlers,2.3388036507476784E-9,2065,2061,1487.083611111111,0,1455,0,,,,,,,,,,,,,,,0.0
900028786,Invalid MMSI,https://www.google.com/search?q=mmsi%20900028786,,,,2,1,23.813100814819336,Cargo_Tanker,0.9977713525295258,Trawlers,9.117997734620076E-8,Cargo,0.9236776828765869,Trawlers,7.11489782645458E-8,1552,1521,1670.8237499999998,0,550,0,,,,,,,,,,,,,,,0.0
200004751,Invalid MMSI,https://www.google.com/search?q=mmsi%20200004751,,,,1,1,4.877261638641357,Passenger,0.9977126121520996,Trawlers,0.0016526886029168963,Sailing,0.9959988594055176,Trawlers,0.0023966492153704166,2368,1756,2017.7350000000001,0,0,0,,,,,,,,,,,,,0.2644444444444444,1,0.0
900029716,Invalid MMSI,https://www.google.com/search?q=mmsi%20900029716,,,,2,1,18.41469430923462,Cargo_Tanker,0.9976581633090973,Trawlers,5.2330766635577675E-6,Cargo,0.8651568591594696,Trawlers,3.954270880512922E-6,1228,1082,697.6194444444444,38,1042,0,,,,,,,,,,,,,,,0.03512014787430684
101204192,Invalid MMSI,https://www.google.com/search?q=mmsi%20101204192,,,,1,1,12.612024307250977,Cargo_Tanker,0.9976125955581665,Trawlers,6.618935003643855E-5,Tanker,0.7875948548316956,Trawlers,4.148231164435856E-5,2264,2007,641.03625,37,0,0,,,20.0,1.0,0.0,1061,,,,,,,,,0.018435475834578975
800034040,Invalid MMSI,https://www.google.com/search?q=mmsi%20800034040,,,,2,1,19.205541133880615,Cargo_Tanker,0.9975855052471161,Squid,3.571641886412902E-8,Cargo,0.9565265476703644,Squid,3.134733253529198E-8,3082,1815,1434.414166666667,8,2492,0,,,,,,,,,,,,,,,0.004407713498622589
800021863,Invalid MMSI,https://www.google.com/search?q=mmsi%20800021863,,,,2,1,25.24434185028076,Cargo_Tanker,0.9975772500038147,Trawlers,4.529821318044469E-8,Cargo,0.9082145094871521,Trawlers,6.694182630440082E-8,2840,1083,654.4395833333333,0,2513,0,,,,,,,,,,,,,,,0.0
900016503,Invalid MMSI,https://www.google.com/search?q=mmsi%20900016503,,,,4,1,16.79306650161743,Cargo_Tanker,0.9975400120019913,Trawlers,5.761368427670277E-6,Cargo,0.8581718355417252,Trawlers,4.560744059745048E-6,7674,5541,4950.265277777778,259,4437,0,,,,,,,457.31,1,,,,,,,0.04674246525897852
150203930,Invalid MMSI,https://www.google.com/search?q=mmsi%20150203930,,,,2,1,16.987656116485596,Cargo_Tanker,0.9974741041660309,Trawlers,5.706749703904279E-7,Cargo,0.9391357898712158,Trawlers,5.481904850057617E-7,8239,5797,1762.0509722222225,10,1098,0,,,,,,,,,,,,,,,0.0017250301880282904
121000853,Invalid MMSI,https://www.google.com/search?q=mmsi%20121000853,,,,1,1,4.229926586151123,Passenger,0.9974679946899414,Trawlers,1.1003950203303248E-4,Sailing,0.9952788352966309,Trawlers,2.2432373953051865E-4,1504,1466,1531.5568055555557,52,559,0,,,27.0,1.0,6.0,133,,,,,,,,,0.03547066848567531
800009166,Invalid MMSI,https://www.google.com/search?q=mmsi%20800009166,,,,1,1,16.674907684326172,Cargo_Tanker,0.9973841309547424,Trawlers,1.5484185951208929E-6,Cargo,0.9186005592346191,Trawlers,8.324624332090025E-7,1343,1258,1035.1997222222224,3,1002,0,,,,,,,,,,,,,,,0.0023847376788553257
900027224,Invalid MMSI,https://www.google.com/search?q=mmsi%20900027224,,,,3,1,6.844903945922852,Cargo_Tanker,0.9973426461219788,Trawlers,8.599295726977966E-7,Cargo,0.9577429890632629,Trawlers,4.807002822968901E-7,1264,1213,2377.895138888889,0,922,0,,,,,,,,,,,,,,,0.0
200019120,Invalid MMSI,https://www.google.com/search?q=mmsi%20200019120,,,,1,1,10.842826843261719,Tug_Pilot,0.9972937703132629,Purse_seines,2.563718908277224E-6,Pilot,0.9973255395889282,Purse_seines,3.179494285632245E-7,2116,1483,1591.0409722222225,0,0,0,,,25.0,1.0,6.0,35,,,,,,,,,0.0
800021061,Invalid MMSI,https://www.google.com/search?q=mmsi%20800021061,,,,6,1,17.628615458806355,Cargo_Tanker,0.9972047507762909,Trawlers,1.5253763258942534E-8,Cargo,0.973719189564387,Trawlers,1.9766694692877642E-8,7233,6866,4634.630694444444,10,4060,0,,,,,,,,,,,,,,,0.0014564520827264782
200004697,Invalid MMSI,https://www.google.com/search?q=mmsi%20200004697,,,,5,1,23.181371688842773,Cargo_Tanker,0.997191059589386,Squid,4.6489785251319085E-8,Cargo,0.9725620865821838,Squid,3.834670192978673E-8,5822,5505,1862.5618055555556,12,955,0,,,,,,,,,,,,,,,0.0021798365122615805
900007188,Invalid MMSI,https://www.google.com/search?q=mmsi%20900007188,,,,2,1,21.62606978416443,Cargo_Tanker,0.9971058070659637,Squid,5.298384236885299E-9,Cargo,0.9836445450782776,Squid,7.072177841531977E-9,3186,2886,1442.026666666667,1,2185,0,,,,,,,,,,,,,,,3.465003465003465E-4
200005043,Invalid MMSI,https://www.google.com/search?q=mmsi%20200005043,,,,3,1,18.186811129252117,Cargo_Tanker,0.9971002538998922,Trawlers,1.332707156128284E-5,Cargo,0.5796718696753184,Trawlers,7.389558488076394E-6,5682,2167,2650.739166666667,4,301,0,,,68.99748190116462,2.0,15.050361976707586,3177,,,,,,,,,0.0018458698661744347
200014819,Invalid MMSI,https://www.google.com/search?q=mmsi%20200014819,,,,1,1,17.846460342407227,Cargo_Tanker,0.9969850182533264,Trawlers,1.1309250567137497E-6,Tanker,0.8501058220863342,Trawlers,5.086224064143607E-7,13012,4779,1302.9375000000002,0,0,0,,,,,,,,,,,,,,,0.0
813437530,Invalid MMSI,https://www.google.com/search?q=mmsi%20813437530,,,,3,1,7.02892525990804,Cargo_Tanker,0.9969741503397623,Trawlers,1.4784266428099121E-4,Cargo,0.8401756087938944,Trawlers,1.5095451608241697E-4,2293,1594,2024.274861111111,54,549,0,,,50.0,1.0,8.0,933,,,,,,,,,0.033877038895859475
900000101,Invalid MMSI,https://www.google.com/search?q=mmsi%20900000101,,,,1,1,23.812416076660156,Cargo_Tanker,0.9969224333763123,Trawlers,1.2827321370423306E-5,Cargo,0.8007160425186157,Trawlers,6.117603788879933E-6,4806,3760,1884.9406944444447,1,0,0,,,40.0,1.0,8.0,447,,,,,,,0.09916666666666667,1,2.6595744680851064E-4
200006089,Invalid MMSI,https://www.google.com/search?q=mmsi%20200006089,,,,3,1,4.321727434794108,Passenger,0.996909499168396,Trawlers,2.5983339507244334E-5,Sailing,0.9839964906374613,Pots_and_traps,1.5945836336565358E-4,4146,3969,5079.846111111111,0,205,0,,,,,,,,,,,,,,,0.0
800023086,Invalid MMSI,https://www.google.com/search?q=mmsi%20800023086,,,,1,1,-11.580755233764648,Cargo_Tanker,0.9968998432159424,Trawlers,2.5204078824003773E-9,Cargo,0.983121931552887,Trawlers,5.436640027056683E-9,1242,1057,1139.0293055555555,1,807,0,,,48.0,1.0,10.0,3,,,,,,,,,9.46073793755913E-4
998508409,Invalid MMSI,https://www.google.com/search?q=mmsi%20998508409,,,,4,1,-0.12414121627807617,Passenger,0.9967644512653351,Fixed_gear,1.1366282123503879E-5,Sailing,0.9595061987638474,Pots_and_traps,4.0258745650589844E-4,4186,4127,11378.953333333333,0,2833,0,,,30.0,1.0,6.0,2923,,,,,,,2.8255555555555554,1,0.0
800002414,Invalid MMSI,https://www.google.com/search?q=mmsi%20800002414,,,,1,1,19.683019638061523,Tug_Pilot,0.9967057108879089,Purse_seines,2.283227331645321E-6,Tug,0.9952365756034851,Purse_seines,5.060999228589935E-6,5936,2013,1123.4112499999997,39,3849,0,,,,,,,,,,,,,,,0.019374068554396422
800027211,Invalid MMSI,https://www.google.com/search?q=mmsi%20800027211,,,,2,1,17.67529058456421,Cargo_Tanker,0.9966294765472412,Trawlers,1.0063520905490009E-8,Cargo,0.9541829824447632,Trawlers,2.1718127574121837E-8,4241,3126,2074.708888888889,0,3033,0,,,,,,,,,,,,,,,0.0
900024321,Invalid MMSI,https://www.google.com/search?q=mmsi%20900024321,,,,2,1,9.605860948562622,Cargo_Tanker,0.9965991079807281,Trawlers,1.2269094323835716E-7,Cargo,0.9867287576198578,Trawlers,1.382560668398286E-7,1552,1149,2043.55875,0,1552,0,,,,,,,,,,,,,,,0.0
200007227,Invalid MMSI,https://www.google.com/search?q=mmsi%20200007227,,,,5,1,11.741986083984376,Cargo_Tanker,0.9965447783470154,Trawlers,3.620178100618432E-5,Cargo,0.8122149229049682,Trawlers,3.3674939834327235E-5,10457,9599,7983.528611111111,762,368,0,,,52.0,1.0,10.0,2705,,,,,,,,,0.07938326909053027
150202146,Invalid MMSI,https://www.google.com/search?q=mmsi%20150202146,,,,1,1,12.192782402038574,Cargo_Tanker,0.9965279698371887,Trawlers,3.930124876205809E-6,Cargo,0.9126908183097839,Trawlers,2.03750710170425E-6,1505,1484,2234.1441666666665,0,557,0,,,,,,,,,,,,,,,0.0
