mmsi,eu_fishing,eu_label,eu_sublabel,eu_label2,eu_sublabel2,eu_length,eu_tonnage
24593300,Fishing vessel,Trawlers,Trawlers,,,23.99,147.0
224072140,Fishing vessel,Trawlers,Trawlers,,,23.28,61.1
247145870,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,24.5,61.0
211115000,Fishing vessel,Trawlers,Trawlers,,,43.42,419.0
225917890,Fishing vessel,Set gear,Set gillnets,,,19.03,41.73
240367000,Fishing vessel,Purse seines,Purse seines,,,15.83,15.0
219793000,Fishing vessel,Trawlers,Trawlers,,,21.79,135.0
224106840,Fishing vessel,Trawlers,Trawlers,,,15.05,16.79
247081180,Fishing vessel,Trawlers,Trawlers,,,17.94,38.0
224044170,Fishing vessel,Trawlers,Trawlers,,,25.07,117.03
247061750,Fishing vessel,Trawlers,Trawlers,,,19.9,50.0
237475000,Fishing vessel,Trawlers,Trawlers,,,28.9,147.0
261000700,Fishing vessel,Trawlers,Trawlers,,,17.79,29.0
218799000,Fishing vessel,Trawlers,Trawlers,,,90.66,4248.0
238300140,Fishing vessel,Purse seines,Purse seines,Trawlers,Trawlers,25.8,94.0
239750000,Fishing vessel,Trawlers,Trawlers,,,36.3,291.0
245700000,Fishing vessel,Trawlers,Trawlers,,,20.19,39.0
244213000,Fishing vessel,Trawlers,Trawlers,,,21.06,57.0
219009542,Fishing vessel,Fishing vessel,Fishing vessel,Trawlers,Trawlers,13.41,23.6
247146970,Fishing vessel,Trawlers,Trawlers,,,25.3,110.0
204829000,Fishing vessel,Pole and line,Pole and line,Set gear,Pots and traps,25.41,116.0
235093015,Fishing vessel,Trawlers,Trawlers,,,20.37,106.0
239016000,Fishing vessel,Purse seines,Purse seines,Set gear,Set gillnets,23.9,66.0
245617000,Fishing vessel,Trawlers,Trawlers,,,23.85,88.0
224492000,Fishing vessel,Set gear,Set longlines,Set gear,Set gillnets,32.0,327.0
247143640,Fishing vessel,Purse seines,Purse seines,Set gear,Set longlines,17.3,32.0
211214990,Fishing vessel,Trawlers,Trawlers,,,35.08,425.0
224256000,Fishing vessel,Drifting longlines,Drifting longlines,,,44.45,589.0
263500261,Fishing vessel,Purse seines,Purse seines,,,23.0,64.69
265741440,Fishing vessel,Trawlers,Trawlers,,,11.89,19.4
224030980,Fishing vessel,Trawlers,Trawlers,,,16.34,22.57
247083500,Fishing vessel,Trawlers,Trawlers,,,44.15,490.0
232005460,Fishing vessel,Trawlers,Trawlers,,,26.15,105.0
247090860,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,21.25,39.0
219006333,Fishing vessel,Set gear,Set gillnets,Set gear,Set longlines,10.26,5.8
265674890,Fishing vessel,Set gear,Set gillnets,,,11.2,13.4
224361000,Fishing vessel,Trawlers,Trawlers,,,37.0,372.0
250140400,Fishing vessel,Pole and line,Pole and line,Trawlers,Trawlers,17.04,44.0
232003832,Fishing vessel,Set gear,Pots and traps,,,17.29,43.0
263405240,Fishing vessel,Trawlers,Trawlers,,,24.8,216.1
219921000,Fishing vessel,Trawlers,Trawlers,,,30.75,329.0
240459000,Fishing vessel,Drifting longlines,Drifting longlines,Set gear,Set longlines,15.5,14.0
247111530,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,14.08,22.0
234839000,Fishing vessel,Trawlers,Trawlers,,,16.75,125.73
211227510,Fishing vessel,Trawlers,Trawlers,,,40.09,492.0
250000658,Fishing vessel,Trawlers,Trawlers,,,18.11,87.0
235003170,Fishing vessel,Trawlers,Trawlers,,,36.6,432.0
247123860,Fishing vessel,Trawlers,Trawlers,,,14.35,23.0
210975000,Fishing vessel,Drifting longlines,Drifting longlines,Set gear,Set longlines,15.9,36.0
211521000,Fishing vessel,Trawlers,Trawlers,,,15.62,26.0
247081740,Fishing vessel,Trawlers,Trawlers,,,19.23,82.0
224167520,Fishing vessel,Trawlers,Trawlers,,,24.0,69.33
245766000,Fishing vessel,Trawlers,Trawlers,,,19.0,27.0
250001767,Fishing vessel,Fishing vessel,Fishing vessel,,,24.36,152.0
247080670,Fishing vessel,Trawlers,Trawlers,,,23.49,117.0
227372000,Fishing vessel,Trawlers,Trawlers,,,23.5,143.16
240021000,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,30.2,166.0
244250000,Fishing vessel,Trawlers,Trawlers,,,41.18,332.0
261002850,Fishing vessel,Set gear,Set gillnets,Drifting longlines,Drifting longlines,22.89,106.0
250369000,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,25.5,280.0
247133470,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,14.99,30.0
224071790,Fishing vessel,Trawlers,Trawlers,,,17.1,36.39
266180000,Fishing vessel,Trawlers,Trawlers,,,17.65,106.0
244659000,Fishing vessel,Trawlers,Trawlers,,,24.45,113.0
244042000,Fishing vessel,Trawlers,Trawlers,,,23.73,75.0
227318640,Fishing vessel,Set gear,Set gillnets,,,14.0,41.68
247051040,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,16.86,23.0
263477000,Fishing vessel,Trawlers,Trawlers,,,24.0,192.0
224062360,Fishing vessel,Trawlers,Trawlers,,,22.96,107.02
224046190,Fishing vessel,Purse seines,Purse seines,,,28.0,131.48
227406000,Fishing vessel,Trawlers,Trawlers,,,20.4,112.19
234927000,Fishing vessel,Trawlers,Trawlers,,,22.36,180.0
235079089,Fishing vessel,Pole and line,Pole and line,Fishing vessel,Fishing vessel,7.74,2.17
250102800,Fishing vessel,Set gear,Set gillnets,Fishing vessel,Fishing vessel,37.3,469.0
224018440,Fishing vessel,Set gear,Set longlines,Set gear,Set gillnets,31.0,291.0
237180000,Fishing vessel,Trawlers,Trawlers,,,26.15,81.0
247088420,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,15.27,21.0
247130860,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,21.25,59.0
224144750,Fishing vessel,Set gear,Set longlines,,,21.0,63.0
247083240,Fishing vessel,Trawlers,Trawlers,,,22.8,91.0
247120520,Fishing vessel,Trawlers,Trawlers,,,23.8,54.0
247150980,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,18.57,31.0
250002132,Fishing vessel,Trawlers,Trawlers,,,9.98,12.0
266315000,Fishing vessel,Trawlers,Trawlers,,,20.4,78.0
230996210,Fishing vessel,Trawlers,Trawlers,,,22.61,86.0
239186000,Fishing vessel,Purse seines,Purse seines,Set gear,Set gillnets,19.17,43.0
232004846,Fishing vessel,Trawlers,Trawlers,,,21.1,112.0
250240000,Fishing vessel,Trawlers,Trawlers,,,27.3,340.0
235036491,Fishing vessel,Trawlers,Trawlers,,,19.79,88.0
245665000,Fishing vessel,Trawlers,Trawlers,,,39.45,405.0
224448260,Fishing vessel,Purse seines,Purse seines,,,27.0,101.55
247091120,Fishing vessel,Trawlers,Trawlers,,,21.72,32.0
247125260,Fishing vessel,Purse seines,Purse seines,Set gear,Set longlines,14.77,17.0
219007459,Fishing vessel,Set gear,Set gillnets,,,9.86,8.3
224093450,Fishing vessel,Trawlers,Trawlers,,,21.1,38.52
275026000,Fishing vessel,Trawlers,Trawlers,,,25.6,110.0
244100331,Fishing vessel,Trawlers,Trawlers,,,35.17,197.0
235007912,Fishing vessel,Trawlers,Trawlers,,,18.51,106.0
275190000,Fishing vessel,Trawlers,Trawlers,,,18.02,47.0
227833000,Fishing vessel,Set gear,Set gillnets,,,20.4,120.72
224180740,Fishing vessel,Purse seines,Purse seines,,,20.5,40.69
227411000,Fishing vessel,Trawlers,Trawlers,,,22.8,132.28
247145410,Fishing vessel,Trawlers,Trawlers,,,23.25,76.0
261007120,Fishing vessel,Trawlers,Trawlers,,,26.55,145.0
247100710,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,16.6,53.0
224069140,Fishing vessel,Trawlers,Trawlers,,,32.53,275.0
247140780,Fishing vessel,Purse seines,Purse seines,Set gear,Set longlines,17.7,38.0
235001005,Fishing vessel,Trawlers,Trawlers,,,16.04,62.2
211586000,Fishing vessel,Trawlers,Trawlers,,,18.99,62.0
224071000,Fishing vessel,Drifting longlines,Drifting longlines,,,29.0,241.0
247103060,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,28.4,99.0
235075355,Fishing vessel,Trawlers,Trawlers,,,21.67,195.0
247056620,Fishing vessel,Trawlers,Trawlers,,,14.74,11.0
219007596,Fishing vessel,Fishing vessel,Fishing vessel,Set gear,Set gillnets,15.61,31.4
247300350,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,15.0,14.0
235007570,Fishing vessel,Trawlers,Trawlers,,,34.0,205.0
237962000,Fishing vessel,Purse seines,Purse seines,,,22.55,61.0
227317810,Fishing vessel,Trawlers,Trawlers,,,11.99,18.88
211545000,Fishing vessel,Trawlers,Trawlers,,,18.69,44.0
241091000,Fishing vessel,Trawlers,Trawlers,,,27.0,104.0
244790766,Fishing vessel,Set gear,Set gillnets,Purse seines,Purse seines,26.17,57.0
227412000,Fishing vessel,Set gear,Set gillnets,Set gear,Set longlines,24.5,157.0
237149000,Fishing vessel,Trawlers,Trawlers,,,28.5,135.0
244938000,Fishing vessel,Fishing vessel,Fishing vessel,Trawlers,Trawlers,34.3,310.0
235083723,Fishing vessel,Pole and line,Pole and line,,,9.95,8.37
247066180,Fishing vessel,Trawlers,Trawlers,,,24.75,86.0
224166160,Fishing vessel,Drifting longlines,Drifting longlines,,,36.83,259.0
233807000,Fishing vessel,Trawlers,Trawlers,,,23.38,145.0
247146220,Fishing vessel,Trawlers,Trawlers,,,20.11,48.0
276428000,Fishing vessel,Trawlers,Trawlers,,,45.72,555.0
276167000,Fishing vessel,Trawlers,Trawlers,,,25.4,117.0
235006941,Fishing vessel,Trawlers,Trawlers,,,14.99,40.73
227142900,Fishing vessel,Trawlers,Trawlers,,,24.45,202.45
261001870,Fishing vessel,Trawlers,Trawlers,,,25.82,173.0
266057000,Fishing vessel,Trawlers,Trawlers,,,18.04,83.0
235021642,Fishing vessel,Trawlers,Trawlers,,,15.71,48.0
211168000,Fishing vessel,Trawlers,Trawlers,,,16.72,35.0
224072760,Fishing vessel,Purse seines,Purse seines,,,18.0,29.34
232005550,Fishing vessel,Trawlers,Trawlers,,,24.35,144.0
224096580,Fishing vessel,Trawlers,Trawlers,,,19.25,41.9
224080940,Fishing vessel,Trawlers,Trawlers,,,26.53,178.49
225375000,Fishing vessel,Purse seines,Purse seines,,,95.8,2937.0
237333000,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,21.65,46.0
224075930,Fishing vessel,Trawlers,Trawlers,,,20.92,53.15
247146230,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,15.3,17.0
207829790,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,10.6,8.81
224012690,Fishing vessel,Set gear,Set longlines,,,24.85,147.0
227112700,Fishing vessel,Trawlers,Trawlers,,,15.25,52.8
224093740,Fishing vessel,Set gear,Set gillnets,,,15.95,33.05
247084790,Fishing vessel,Trawlers,Trawlers,,,22.32,87.0
247053540,Fishing vessel,Trawlers,Trawlers,,,21.0,58.0
250419000,Fishing vessel,Trawlers,Trawlers,Fishing vessel,Fishing vessel,17.07,36.0
256000512,Fishing vessel,Drifting longlines,Drifting longlines,Set gear,Set longlines,20.0,45.0
235089043,Fishing vessel,Trawlers,Trawlers,,,10.93,11.65
224129190,Fishing vessel,Set gear,Set gillnets,,,16.48,35.0
247121730,Fishing vessel,Trawlers,Trawlers,,,24.72,66.0
211648000,Fishing vessel,Set gear,Set gillnets,Set gear,Set longlines,16.7,48.0
250002574,Fishing vessel,Fishing vessel,Fishing vessel,,,21.32,147.0
211161000,Fishing vessel,Trawlers,Trawlers,,,17.27,41.0
247083150,Fishing vessel,Trawlers,Trawlers,,,22.8,80.0
204848000,Fishing vessel,Set gear,Pots and traps,Set gear,Set longlines,29.46,167.0
219016689,Fishing vessel,Trawlers,Trawlers,,,14.63,26.2
237484000,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,28.5,131.0
224065000,Fishing vessel,Trawlers,Trawlers,,,28.0,219.02
235031151,Fishing vessel,Trawlers,Trawlers,,,18.18,76.0
224104820,Fishing vessel,Purse seines,Purse seines,,,32.5,177.0
224097160,Fishing vessel,Trawlers,Trawlers,,,24.5,74.38
219060000,Fishing vessel,Purse seines,Purse seines,Trawlers,Trawlers,68.8,2017.0
224881000,Fishing vessel,Drifting longlines,Drifting longlines,,,39.8,437.0
220341000,Fishing vessel,Trawlers,Trawlers,,,17.39,59.2
230984250,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,17.75,44.0
219001682,Fishing vessel,Fishing vessel,Fishing vessel,,,18.2,59.0
227319130,Fishing vessel,Set gear,Set gillnets,,,11.96,20.32
224107990,Fishing vessel,Purse seines,Purse seines,,,19.4,66.61
235085776,Fishing vessel,Set gear,Pots and traps,,,12.38,21.06
250002882,Fishing vessel,Set gear,Pots and traps,Set gear,Set gillnets,9.83,9.8
235069162,Fishing vessel,Trawlers,Trawlers,,,18.54,65.76
224291000,Fishing vessel,Purse seines,Purse seines,,,31.5,175.0
211516000,Fishing vessel,Trawlers,Trawlers,,,16.83,19.0
227571190,Fishing vessel,Trawlers,Trawlers,,,10.98,16.0
247130250,Fishing vessel,Trawlers,Trawlers,,,19.8,38.0
235005770,Fishing vessel,Trawlers,Trawlers,,,42.0,477.0
224224106,Fishing vessel,Purse seines,Purse seines,,,15.9,21.94
250001421,Fishing vessel,Trawlers,Trawlers,,,21.0,138.0
247081270,Fishing vessel,Trawlers,Trawlers,,,21.96,58.0
244157000,Fishing vessel,Trawlers,Trawlers,,,23.77,78.0
211344000,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,17.95,42.0
224092850,Fishing vessel,Purse seines,Purse seines,,,14.95,21.62
247052680,Fishing vessel,Trawlers,Trawlers,,,22.74,72.0
219106000,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,22.94,158.5
245265000,Fishing vessel,Trawlers,Trawlers,,,39.67,418.0
227312050,Fishing vessel,Trawlers,Trawlers,,,18.5,45.0
224075280,Fishing vessel,Trawlers,Trawlers,,,16.34,23.85
238892340,Fishing vessel,Purse seines,Purse seines,Trawlers,Trawlers,27.24,127.0
245456000,Fishing vessel,Trawlers,Trawlers,,,20.68,41.0
247083470,Fishing vessel,Trawlers,Trawlers,,,19.05,56.0
235118000,Fishing vessel,Trawlers,Trawlers,,,70.6,1965.0
211489000,Fishing vessel,Trawlers,Trawlers,,,17.52,49.0
247083350,Fishing vessel,Trawlers,Trawlers,,,24.26,158.0
224271000,Fishing vessel,Purse seines,Purse seines,,,30.5,163.0
247070640,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,19.94,63.0
235018598,Fishing vessel,Trawlers,Trawlers,,,16.76,71.0
233190000,Fishing vessel,Trawlers,Trawlers,,,26.7,251.0
247070890,Fishing vessel,Trawlers,Trawlers,,,19.8,68.0
247146450,Fishing vessel,Trawlers,Trawlers,,,26.4,165.0
227475000,Fishing vessel,Trawlers,Trawlers,,,24.95,203.87
235006150,Fishing vessel,Trawlers,Trawlers,,,28.04,165.0
246504000,Fishing vessel,Trawlers,Trawlers,,,22.8,192.0
227413000,Fishing vessel,Set gear,Set gillnets,Set gear,Pots and traps,15.83,62.0
247123020,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,15.9,25.0
235023059,Fishing vessel,Trawlers,Trawlers,,,11.93,26.53
247142150,Fishing vessel,Trawlers,Trawlers,,,17.1,26.0
235005350,Fishing vessel,Trawlers,Trawlers,,,42.36,499.0
235002500,Fishing vessel,Trawlers,Trawlers,,,19.9,195.0
224070140,Fishing vessel,Trawlers,Trawlers,,,18.36,48.61
219012897,Fishing vessel,Set gear,Set gillnets,Set gear,Set longlines,8.11,4.0
247083490,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,16.7,38.0
235002490,Fishing vessel,Trawlers,Trawlers,,,16.77,116.0
224013220,Fishing vessel,Trawlers,Trawlers,,,30.7,286.0
247146190,Fishing vessel,Purse seines,Purse seines,,,25.16,75.0
276388000,Fishing vessel,Trawlers,Trawlers,,,58.0,1780.0
226169000,Fishing vessel,Purse seines,Purse seines,,,67.3,1606.0
233098000,Fishing vessel,Fishing vessel,Fishing vessel,,,26.64,222.0
247145720,Fishing vessel,Trawlers,Trawlers,,,29.8,158.0
235084726,Fishing vessel,Trawlers,Trawlers,,,13.2,29.37
224141970,Fishing vessel,Purse seines,Purse seines,,,30.85,139.0
224082870,Fishing vessel,Purse seines,Purse seines,,,18.85,54.84
219006092,Fishing vessel,Trawlers,Trawlers,,,16.25,38.7
266137000,Fishing vessel,Trawlers,Trawlers,,,17.04,62.0
219754000,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,26.8,125.0
224177460,Fishing vessel,Purse seines,Purse seines,,,24.13,64.16
247059800,Fishing vessel,Trawlers,Trawlers,,,43.85,665.0
211550000,Fishing vessel,Trawlers,Trawlers,,,19.44,46.0
227315980,Fishing vessel,Set gear,Set gillnets,Set gear,Set longlines,11.89,15.0
224137880,Fishing vessel,Set gear,Set gillnets,,,23.79,130.0
276209000,Fishing vessel,Trawlers,Trawlers,,,25.4,117.0
247050890,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,15.27,22.0
250002664,Fishing vessel,Trawlers,Trawlers,,,25.0,112.0
244225000,Fishing vessel,Trawlers,Trawlers,,,35.32,162.0
261004050,Fishing vessel,Trawlers,Trawlers,,,20.61,68.0
235056045,Fishing vessel,Set gear,Pots and traps,Set gear,Set gillnets,6.21,2.31
219019966,Fishing vessel,Set gear,Set gillnets,,,34.5,325.0
247131090,Fishing vessel,Trawlers,Trawlers,,,17.4,32.0
247122180,Fishing vessel,Trawlers,Trawlers,,,15.14,18.0
219002005,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,14.35,22.9
211174000,Fishing vessel,Trawlers,Trawlers,,,16.11,35.0
224218930,Fishing vessel,Set gear,Set gillnets,,,26.0,107.42
224306530,Fishing vessel,Trawlers,Trawlers,,,21.0,74.08
227667550,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,10.36,9.0
250000214,Fishing vessel,Trawlers,Trawlers,,,40.0,346.0
247044870,Fishing vessel,Purse seines,Purse seines,,,18.6,50.0
261012090,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,18.85,72.0
277290000,Fishing vessel,Trawlers,Trawlers,,,23.06,112.0
224229000,Fishing vessel,Trawlers,Trawlers,,,37.2,366.16
211519080,Fishing vessel,Trawlers,Trawlers,,,15.48,27.0
250000917,Fishing vessel,Fishing vessel,Fishing vessel,Trawlers,Trawlers,19.5,80.0
237438000,Fishing vessel,Trawlers,Trawlers,,,26.32,101.0
247300170,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,21.8,55.0
247142460,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,17.85,36.0
227561410,Fishing vessel,Set gear,Set gillnets,,,11.98,9.33
261004390,Fishing vessel,Trawlers,Trawlers,,,26.79,166.0
238160240,Fishing vessel,Purse seines,Purse seines,,,20.45,74.7
265636700,Fishing vessel,Set gear,Set gillnets,,,10.84,10.26
224011260,Fishing vessel,Set gear,Set longlines,Set gear,Set gillnets,33.5,259.0
224303360,Fishing vessel,Trawlers,Trawlers,,,16.42,22.27
246182000,Fishing vessel,Trawlers,Trawlers,,,20.57,62.0
224949000,Fishing vessel,Purse seines,Purse seines,,,25.75,124.0
250002427,Fishing vessel,Trawlers,Trawlers,,,26.64,248.0
224047170,Fishing vessel,Trawlers,Trawlers,,,19.25,59.39
237622000,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,21.82,49.0
237344400,Fishing vessel,Drifting longlines,Drifting longlines,Set gear,Set longlines,14.98,30.03
247120910,Fishing vessel,Trawlers,Trawlers,,,17.39,37.0
235068431,Fishing vessel,Set gear,Set longlines,,,26.3,150.9
238896140,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,17.32,26.0
247110120,Fishing vessel,Purse seines,Purse seines,,,43.93,208.0
261011540,Fishing vessel,Trawlers,Trawlers,,,24.52,95.0
250429000,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,27.38,322.0
250001491,Fishing vessel,Fishing vessel,Fishing vessel,Trawlers,Trawlers,27.0,361.0
247084380,Fishing vessel,Trawlers,Trawlers,,,17.9,46.0
247126890,Fishing vessel,Trawlers,Trawlers,,,19.25,38.0
247108400,Fishing vessel,Purse seines,Purse seines,,,36.29,243.0
211163000,Fishing vessel,Trawlers,Trawlers,,,15.97,25.0
224032470,Fishing vessel,Purse seines,Purse seines,,,17.0,40.87
244630340,Fishing vessel,Set gear,Set gillnets,Pole and line,Pole and line,10.01,6.0
261010020,Fishing vessel,Set gear,Set gillnets,Drifting longlines,Drifting longlines,18.57,34.0
224337930,Fishing vessel,Set gear,Set gillnets,,,15.21,23.12
245276000,Fishing vessel,Trawlers,Trawlers,,,30.95,137.0
227109600,Fishing vessel,Trawlers,Trawlers,,,15.5,49.52
219009273,Fishing vessel,Set gear,Set gillnets,Set gear,Set longlines,9.97,10.6
244572000,Fishing vessel,Trawlers,Trawlers,,,23.5,54.0
211824000,Fishing vessel,Trawlers,Trawlers,,,28.93,188.0
227783530,Fishing vessel,Set gear,Set gillnets,,,9.89,6.41
224536000,Fishing vessel,Trawlers,Trawlers,,,65.71,1638.0
247144220,Fishing vessel,Trawlers,Trawlers,,,26.76,108.0
219008833,Fishing vessel,Set gear,Set gillnets,,,8.25,4.4
235072137,Fishing vessel,Trawlers,Trawlers,,,71.66,2943.0
224145440,Fishing vessel,Trawlers,Trawlers,,,21.0,64.94
224105000,Fishing vessel,Trawlers,Trawlers,,,38.5,429.0
240332000,Fishing vessel,Purse seines,Purse seines,,,18.0,37.0
247090930,Fishing vessel,Set gear,Set longlines,Set gear,Set gillnets,12.9,10.0
224087340,Fishing vessel,Trawlers,Trawlers,,,25.0,99.4
247123150,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,18.33,48.0
224559000,Fishing vessel,Trawlers,Trawlers,,,55.8,863.0
244179000,Fishing vessel,Trawlers,Trawlers,,,40.2,463.0
266409000,Fishing vessel,Trawlers,Trawlers,,,13.02,24.0
240450000,Fishing vessel,Set gear,Set gillnets,Drifting longlines,Drifting longlines,15.8,22.0
247120490,Fishing vessel,Trawlers,Trawlers,,,24.6,65.0
219006655,Fishing vessel,Trawlers,Trawlers,,,13.5,18.8
224156000,Fishing vessel,Drifting longlines,Drifting longlines,,,37.6,350.0
239479000,Fishing vessel,Purse seines,Purse seines,Set gear,Set longlines,15.5,18.0
276385000,Fishing vessel,Trawlers,Trawlers,,,23.06,117.0
250002872,Fishing vessel,Set gear,Set gillnets,Fishing vessel,Fishing vessel,20.26,117.0
235010670,Fishing vessel,Trawlers,Trawlers,,,113.97,5579.0
247030840,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,16.5,29.0
219001664,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,11.97,14.9
224085730,Fishing vessel,Set gear,Set gillnets,,,14.2,13.21
247082420,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,15.5,21.0
237348000,Fishing vessel,Trawlers,Trawlers,,,22.4,56.0
239385000,Fishing vessel,Set gear,Set gillnets,Purse seines,Purse seines,16.0,26.0
247065710,Fishing vessel,Trawlers,Trawlers,,,22.24,56.0
234690000,Fishing vessel,Trawlers,Trawlers,,,20.85,158.0
237456000,Fishing vessel,Trawlers,Trawlers,,,30.96,171.0
224097640,Fishing vessel,Set gear,Set gillnets,,,14.6,17.06
224181290,Fishing vessel,Trawlers,Trawlers,,,29.0,234.86
224051190,Fishing vessel,Trawlers,Trawlers,,,25.05,84.38
244345000,Fishing vessel,Trawlers,Trawlers,,,42.35,494.0
261004340,Fishing vessel,Trawlers,Trawlers,,,24.98,133.0
261004870,Fishing vessel,Trawlers,Trawlers,,,26.78,169.0
238982010,Fishing vessel,Purse seines,Purse seines,Set gear,Set gillnets,17.5,29.0
247122850,Fishing vessel,Trawlers,Trawlers,,,18.22,37.0
239323000,Fishing vessel,Purse seines,Purse seines,Set gear,Set gillnets,16.3,36.0
247300290,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,27.8,99.0
224069550,Fishing vessel,Purse seines,Purse seines,,,18.0,36.0
224088280,Fishing vessel,Trawlers,Trawlers,,,23.8,106.47
227257670,Fishing vessel,Trawlers,Trawlers,,,14.95,51.23
235009660,Fishing vessel,Trawlers,Trawlers,,,16.73,69.0
235001770,Fishing vessel,Trawlers,Trawlers,,,51.44,1068.0
247132010,Fishing vessel,Trawlers,Trawlers,,,16.33,31.0
224733000,Fishing vessel,Purse seines,Purse seines,,,84.2,2767.0
261001740,Fishing vessel,Set gear,Set gillnets,Trawlers,Trawlers,24.49,93.0
220204000,Fishing vessel,Trawlers,Trawlers,,,17.24,83.4
265629560,Fishing vessel,Trollers,Trollers,Fishing vessel,Fishing vessel,8.25,3.62
235074776,Fishing vessel,Fishing vessel,Fishing vessel,,,32.9,300.0
227100100,Fishing vessel,Trawlers,Trawlers,,,24.9,168.7
247068070,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,22.62,59.0
219853000,Fishing vessel,Fishing vessel,Fishing vessel,Trawlers,Trawlers,30.95,325.0
224027520,Fishing vessel,Trawlers,Trawlers,,,32.0,257.0
227316570,Fishing vessel,Set gear,Pots and traps,Set gear,Set gillnets,11.95,15.86
224906190,Fishing vessel,Trawlers,Trawlers,,,25.06,66.26
244658000,Fishing vessel,Trawlers,Trawlers,,,21.06,60.0
247144640,Fishing vessel,Trawlers,Trawlers,Set gear,Set longlines,18.65,47.0
250000557,Fishing vessel,Trawlers,Trawlers,,,24.45,96.0
227646110,Fishing vessel,Trawlers,Trawlers,Set gear,Pots and traps,8.8,5.89
227312320,Fishing vessel,Trawlers,Trawlers,,,11.95,13.61
239599000,Fishing vessel,Purse seines,Purse seines,Set gear,Set gillnets,16.95,35.0
224680000,Fishing vessel,Purse seines,Purse seines,,,115.0,4406.0
227631450,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,9.2,5.0
247114410,Fishing vessel,Trawlers,Trawlers,,,25.37,84.0
227306990,Fishing vessel,Set gear,Pots and traps,Set gear,Set gillnets,11.92,15.81
230035100,Fishing vessel,Trawlers,Trawlers,,,38.6,419.0
247083370,Fishing vessel,Set gear,Set longlines,Set gear,Set gillnets,17.5,37.0
265677890,Fishing vessel,Trollers,Trollers,Set gear,Pots and traps,8.25,3.15
240737000,Fishing vessel,Purse seines,Purse seines,,,17.4,28.0
211364330,Fishing vessel,Trawlers,Trawlers,,,35.85,217.0
224002820,Fishing vessel,Trawlers,Trawlers,,,31.4,278.51
227503000,Fishing vessel,Purse seines,Purse seines,,,40.34,246.0
244959000,Fishing vessel,Trawlers,Trawlers,,,23.94,105.0
224064850,Fishing vessel,Purse seines,Purse seines,,,27.19,154.0
224100230,Fishing vessel,Trawlers,Trawlers,,,17.17,33.75
247158700,Fishing vessel,Trawlers,Trawlers,Purse seines,Purse seines,33.5,239.0
211623000,Fishing vessel,Trawlers,Trawlers,,,16.15,32.0
224048150,Fishing vessel,Drifting longlines,Drifting longlines,,,26.3,188.0
247087090,Fishing vessel,Trawlers,Trawlers,Set gear,Set gillnets,15.52,23.0
237347000,Fishing vessel,Trawlers,Trawlers,,,23.45,68.0
224017460,Fishing vessel,Set gear,Set gillnets,,,25.9,84.19
235000604,Fishing vessel,Trawlers,Trawlers,,,16.92,56.0
235060277,Fishing vessel,Trawlers,Trawlers,,,65.48,2084.0
235002800,Fishing vessel,Trawlers,Trawlers,,,23.97,152.0
