,lat_bin,lon_bin,f0_
16013,-31,-51,889.127638889
16014,-17,-122,504.787222222
16015,-17,-134,1097.48263889
16016,-36,24,430.198611111
16017,59,3,8565.46569444
16018,21,119,50.6454166667
16019,-37,-50,539.333472222
16020,-2,-8,147.336666667
16021,-2,-3,274.453194444
16022,-3,-150,1175.69611111
16023,33,-26,319.876388889
16024,25,-21,335.797083333
16025,-12,1,184.797083333
16026,-18,-118,643.452916667
16027,-23,52,377.462638889
16028,81,29,415.000416667
16029,41,-18,569.72625
16030,3,178,1206.13013889
16031,31,-157,96.4558333333
16032,-60,-49,6.83472222222
16033,2,63,1601.55222222
16034,-7,-111,638.738611111
16035,-9,-129,664.339722222
16036,2,-141,190.7925
16037,62,-2,12.4438888889
16038,10,124,73.7534722222
16039,68,39,726.9175
16040,-5,62,1123.82611111
16041,-32,41,419.573194444
16042,-6,83,417.6325
16043,-14,-83,869.148472222
16044,-4,89,167.300416667
16045,16,-114,123.0125
16046,-13,158,1322.48138889
16047,-20,-95,394.700416667
16048,-11,-179,937.891944444
16049,56,151,3206.25347222
16050,-4,82,252.510972222
16051,-2,62,416.263333333
16052,-59,-124,0.943055555556
16053,-24,-17,7.51694444444
16054,-39,149,406.458888889
16055,-23,-19,116.259861111
16056,-15,-136,1117.29638889
16057,-10,176,887.62625
16058,45,-59,372.194444444
16059,12,80,433.757777778
16060,31,-51,2.64347222222
16061,28,158,327.950833333
16062,26,122,1354.67541667
16063,-49,-59,1.72666666667
16064,26,-157,331.125416667
16065,-27,-40,225.922222222
16066,-25,161,74.3556944444
16067,53,-14,2217.51638889
16068,-31,69,229.617361111
16069,20,68,19.1565277778
16070,59,-47,44.6668055556
16071,10,-65,224.419444444
16072,1,-131,160.101388889
16073,22,141,393.558888889
16074,10,156,106.593888889
16075,46,-126,1578.85402778
16076,-3,-84,15.2459722222
16077,-20,62,200.911388889
16078,63,-9,981.722083333
16079,4,-145,687.644722222
16080,-2,151,1728.11027778
16081,5,143,493.754166667
16082,28,134,6.65208333333
16083,-5,-25,320.545277778
16084,18,159,419.738055556
16085,25,-163,257.746111111
16086,-60,-35,4.50388888889
16087,-32,-10,70.3316666667
16088,23,142,158.96125
16089,-27,53,256.789166667
16090,1,-3,157.507777778
16091,32,168,13.6458333333
16092,-26,-72,121.06375
16093,-15,-146,22.1363888889
16094,-17,178,165.568194444
16095,-32,-93,71.3055555556
16096,5,-80,0.324861111111
16097,-32,-88,12.16125
16098,-34,46,872.427361111
16099,-11,-150,1601.35180556
16100,-11,-13,5.69777777778
16101,-38,159,53.3830555556
16102,-38,-80,423.643055556
16103,33,171,323.279583333
16104,55,-54,7.34611111111
16105,39,-48,392.761527778
16106,56,-12,47.8577777778
16107,-32,-91,36.8698611111
16108,-15,-88,537.466944444
16109,-14,141,185.49625
16110,58,-158,15278.6002778
16111,-23,99,329.487916667
16112,35,152,1863.63416667
16113,-32,-41,19.6320833333
16114,7,174,290.906805556
16115,-26,79,27.4455555556
16116,-11,-6,15.1302777778
16117,-40,-48,199.59375
16118,29,-89,1104.82138889
16119,6,-136,52.7644444444
16120,30,-87,372.210416667
16121,37,18,63.5058333333
16122,-14,-92,51.2306944444
16123,-26,156,90.2005555556
16124,-39,98,14.7541666667
16125,-31,87,214.080277778
16126,21,164,6.58694444444
16127,-21,-172,303.787361111
16128,-3,8,869.1275
16129,-35,60,75.6733333333
16130,17,82,32.4152777778
16131,-37,154,97.5148611111
16132,73,48,12.2751388889
16133,4,-40,24.3341666667
16134,-40,-78,3.06958333333
16135,7,-139,61.6402777778
16136,27,-164,246.342361111
16137,-24,-174,14.2973611111
16138,-34,161,5.11666666667
16139,-56,-34,0.470416666667
16140,-34,104,142.768055556
16141,-12,-3,148.944027778
16142,57,-31,9.11208333333
16143,-7,-94,19.6051388889
16144,31,139,166.418055556
16145,36,159,165.794027778
16146,-29,62,47.3652777778
16147,6,96,8.2675
16148,-22,-82,950.691527778
16149,-24,87,20.9420833333
16150,8,67,54.2075
16151,16,-55,12.7955555556
16152,-32,-104,109.9025
16153,-35,5,10.0934722222
16154,72,11,23.7872222222
16155,-32,-106,21.1094444444
16156,-46,166,43.8720833333
16157,-29,-115,824.033055556
16158,24,156,34.4781944444
16159,-40,-83,6.69847222222
16160,60,-166,373.210138889
16161,39,165,256.645138889
16162,-36,-11,3.88819444444
16163,-20,105,33.6838888889
16164,72,65,209.639722222
16165,-20,149,42.6716666667
16166,-32,79,208.131111111
16167,-4,-29,83.9223611111
16168,48,161,268.821944444
16169,-32,-3,120.410138889
16170,-19,-154,11.3529166667
16171,37,173,767.027222222
16172,46,-36,8.93083333333
16173,65,-7,43.0076388889
16174,44,-133,1.47986111111
16175,4,-9,50.1561111111
16176,-43,20,38.5206944444
16177,-25,4,278.964305556
16178,6,-96,4.01138888889
16179,62,-63,22.0515277778
16180,61,-20,2.08013888889
16181,12,-55,35.2929166667
16182,7,85,112.789444444
16183,27,176,4.31708333333
16184,-23,69,59.7231944444
16185,4,-114,129.879027778
16186,-31,-35,2.34805555556
16187,-17,-143,2.4325
16188,-40,16,6.02819444444
16189,68,67,153.482638889
16190,-24,169,10.775
16191,57,141,8.15555555556
16192,58,140,34.2233333333
16193,52,147,17.9198611111
16194,8,-174,11.1293055556
16195,76,78,9.51361111111
16196,-39,-61,0.388888888889
16197,75,71,13.2343055556
16198,2,80,6.09055555556
16199,-14,-24,2.49736111111
16200,-41,144,8.32069444444
16201,-14,78,76.4634722222
16202,0,-120,5.10138888889
16203,-73,177,43.2155555556
16204,-39,178,1657.01888889
16205,32,-47,381.247361111
16206,34,129,32936.76625
16207,28,172,115.424583333
16208,58,155,4898.87180556
16209,3,169,2453.31736111
16210,56,12,24383.4175
16211,-2,-167,2571.19305556
16212,54,-168,1223.40958333
16213,58,151,2637.93847222
16214,33,-8,330.613333333
16215,14,139,942.2175
16216,-19,167,1142.13763889
16217,5,169,828.032916667
16218,53,5,171264.171389
16219,-30,173,1425.41694444
16220,51,-9,30676.2604167
16221,66,-21,12370.4944444
16222,-74,178,102.100833333
16223,-74,179,16.9177777778
16224,-1,8,248.391527778
16225,65,-14,17544.26625
16226,-31,45,870.199166667
16227,-56,-65,180.094444444
16228,-4,-132,64.7641666667
16229,38,9,9105.73875
16230,-9,-4,44.6715277778
16231,-27,-14,68.3388888889
16232,-4,179,2942.90388889
16233,51,-6,21373.9661111
16234,-18,-132,925.796805556
16235,-10,159,1751.64638889
16236,2,-173,1402.57444444
16237,63,-14,2139.89625
16238,7,-154,19.5641666667
16239,7,-35,84.3180555556
16240,-4,169,1916.60458333
16241,-21,161,756.992638889
16242,-75,-119,13.0951388889
16243,-5,162,748.719583333
16244,35,-76,2688.00111111
16245,37,-11,359.012777778
16246,6,-153,80.4365277778
16247,48,-7,25522.91625
16248,-11,-115,620.901944444
16249,42,17,10525.4334722
16250,-32,43,523.352638889
16251,3,-109,23.2802777778
16252,59,19,2539.10777778
16253,-13,175,313.976111111
16254,14,120,43.1775
16255,30,-153,272.123333333
16256,4,172,610.502777778
16257,33,-46,180.485694444
16258,-42,-63,3667.45166667
16259,9,-138,88.1147222222
16260,-43,174,805.117777778
16261,54,9,26.7343055556
16262,-51,-63,1676.58305556
16263,34,120,222110.444306
16264,-77,167,0.780694444444
16265,-10,-173,2532.52805556
16266,9,-117,37.2681944444
16267,9,143,146.270416667
16268,81,24,16.2190277778
16269,-29,-2,294.720694444
16270,38,-55,393.229861111
16271,-17,-176,496.137222222
16272,-21,-78,170.469305556
16273,13,135,458.649722222
16274,6,-147,577.400555556
16275,13,-175,425.465694444
16276,-30,-7,106.696111111
16277,8,-20,316.216944444
16278,6,179,208.105694444
16279,79,14,5.79611111111
16280,-8,177,377.374583333
16281,11,-105,74.0054166667
16282,76,34,6638.21694444
16283,-14,-114,1177.61388889
16284,-21,-101,34.9345833333
16285,-62,-45,3.24708333333
16286,13,179,430.414305556
16287,19,-117,56.3026388889
16288,12,-31,680.618611111
16289,20,160,312.438194444
16290,19,-119,79.5361111111
16291,-39,-55,1388.33430556
16292,31,163,191.321805556
16293,-50,-59,139.344444444
16294,-53,-75,23.36375
16295,-16,-30,185.924166667
16296,16,-101,34.1656944444
16297,35,-17,108.901527778
16298,-12,-1,92.9391666667
16299,-18,-91,542.253333333
16300,2,-143,239.855416667
16301,28,-94,4467.62361111
16302,-21,166,795.393611111
16303,4,62,491.9375
16304,18,-24,632.458611111
16305,-16,161,212.807777778
16306,5,-148,1148.92625
16307,4,0,849.934166667
16308,20,135,221.955833333
16309,-32,154,113.883888889
16310,-14,87,6.80472222222
16311,10,132,127.502777778
16312,31,158,378.28625
16313,0,-139,320.148611111
16314,39,-29,490.453611111
16315,-41,-155,7.58888888889
16316,-19,53,3.81652777778
16317,-5,-126,1.78847222222
16318,-17,40,117.625555556
16319,-32,47,579.445833333
16320,-24,-117,50.39375
16321,30,-73,14.3331944444
16322,-16,-127,721.463611111
16323,-18,-27,419.985694444
16324,13,-134,18.51875
16325,-5,-10,263.633888889
16326,50,-55,260.637083333
16327,5,142,395.288055556
16328,29,-61,12.3938888889
16329,-36,152,40.8361111111
16330,-7,-174,16.8609722222
16331,31,151,336.041805556
16332,60,176,42.6559722222
16333,24,-92,10.1451388889
16334,-14,-162,215.593472222
16335,-39,34,74.6834722222
16336,36,156,519.595833333
16337,-10,82,286.203472222
16338,-34,4,10.9195833333
16339,-26,178,346.736666667
16340,13,-141,13.2106944444
16341,39,-41,521.765833333
16342,-14,-19,24.1505555556
16343,-19,6,556.875
16344,-36,-145,24.7943055556
16345,0,-138,229.932777778
16346,33,160,212.744027778
16347,-44,11,19.7806944444
16348,-24,-92,3.90430555556
16349,58,-161,495.593333333
16350,58,-147,5.35333333333
16351,63,22,25.4461111111
16352,35,156,2127.06541667
16353,-14,-1,331.491944444
16354,-32,-169,43.4580555556
16355,11,-147,19.2376388889
16356,11,-154,78.8265277778
16357,-46,-7,203.105694444
16358,-35,-165,244.546527778
16359,-86,106,61.2098611111
16360,-38,52,37.1972222222
16361,-17,-5,6.12888888889
16362,25,-155,110.514583333
16363,-11,178,1516.81319444
16364,39,144,111.932222222
16365,-1,-17,13.9323611111
16366,-57,-167,17.6430555556
16367,-31,-119,228.584027778
16368,-38,-180,4.16208333333
16369,44,-23,44.9531944444
16370,-32,-105,97.0375
16371,14,-55,243.0
16372,40,-173,25.5195833333
16373,50,162,2.3325
16374,-32,95,576.714305556
16375,34,172,902.704305556
16376,-32,82,102.344027778
16377,-31,176,477.383333333
16378,-17,-169,439.875833333
16379,41,153,3734.81111111
16380,-34,-137,97.3523611111
16381,-25,74,134.058472222
16382,-24,-167,48.7966666667
16383,-7,-100,5.48763888889
16384,70,-9,48.1716666667
16385,41,173,232.706111111
16386,12,83,12.0763888889
16387,-18,-156,11.5859722222
16388,-29,47,1770.37958333
16389,53,173,17.8443055556
16390,77,25,1004.46180556
16391,58,-38,5.87541666667
16392,75,-70,33.3697222222
16393,-4,-88,1.58527777778
16394,78,34,1355.22638889
16395,32,-155,125.996805556
16396,65,-89,14.4109722222
16397,78,27,1149.60013889
16398,36,-172,82.3044444444
16399,57,157,7.74180555556
16400,26,-121,1.51791666667
16401,63,-64,5.8675
16402,-24,-2,88.1704166667
16403,79,36,327.680416667
16404,79,38,155.214583333
16405,73,-59,668.613055556
16406,-58,-69,5.05958333333
16407,12,-75,6.61555555556
16408,77,90,5.77888888889
16409,-23,75,80.8038888889
16410,-30,-28,158.033611111
16411,-16,112,4.27375
16412,79,41,5.34722222222
16413,44,-47,5.97125
16414,49,147,9.31652777778
16415,-42,144,5.39986111111
16416,-3,75,5.72986111111
16417,-6,-104,18.47625
16418,25,139,0.506527777778
16419,18,130,118.7325
16420,-70,-116,3.9975
16421,69,8,38.6611111111
16422,34,-153,48.5572222222
16423,-3,-167,2335.20736111
16424,-18,-20,23.5247222222
16425,-49,166,3025.76569444
16426,-23,12,1244.75125
16427,-18,60,371.081944444
16428,31,-170,345.057638889
16429,51,-10,13320.6302778
16430,5,88,7.18958333333
16431,73,30,3836.89291667
16432,72,46,3191.68597222
16433,31,121,14733.9001389
16434,-22,-15,473.777222222
16435,45,138,1828.57763889
16436,-10,88,307.119583333
16437,49,-125,2938.21013889
16438,28,123,9751.30486111
16439,-16,-113,223.333333333
16440,-23,164,1384.02916667
16441,-55,-66,517.012777778
16442,44,-64,4451.51361111
16443,57,-10,5492.97125
16444,-15,6,26.8105555556
16445,-6,-155,330.760416667
16446,43,10,34562.7138889
16447,13,-34,530.95
16448,-1,158,714.037777778
16449,-2,-109,197.872638889
16450,-18,8,322.093611111
16451,1,161,943.617222222
16452,73,31,4353.40416667
16453,-20,-16,7.32930555556
16454,-22,54,1846.74069444
16455,-4,165,612.239444444
16456,1,-12,249.896944444
16457,48,-6,48577.2629167
16458,56,154,2917.1325
16459,33,-18,2924.78444444
16460,-11,155,286.77125
16461,7,-94,21.5744444444
16462,1,167,999.268611111
16463,-30,160,171.819722222
16464,-19,-106,126.668333333
16465,5,-22,642.868611111
16466,-20,-98,153.528888889
16467,35,-29,220.981666667
16468,-7,52,370.207083333
16469,22,115,16600.0175
16470,29,-20,245.519305556
16471,-31,159,21.2254166667
16472,28,176,254.199722222
16473,64,-1,2508.30458333
16474,11,174,680.3675
16475,-4,-130,90.8230555556
16476,53,158,255.0175
16477,16,-163,537.934027778
16478,-17,-113,234.337777778
16479,20,-92,575.177638889
16480,-26,104,4.16277777778
16481,0,173,74.8216666667
16482,-6,43,345.197777778
16483,47,-48,1935.47708333
16484,9,-139,20.9495833333
16485,-13,-79,337.872361111
16486,33,166,75.9563888889
16487,-25,-47,681.472361111
16488,-71,-116,0.824166666667
16489,4,-25,530.223888889
16490,35,-52,757.78625
16491,-42,-171,114.197638889
16492,-14,112,36.0145833333
16493,46,-55,650.702916667
16494,18,-118,149.388333333
16495,-11,161,236.161527778
16496,-19,-180,474.671666667
16497,0,154,690.482638889
16498,-47,-17,0.774583333333
16499,30,124,4850.67972222
16500,-41,-45,146.835138889
16501,35,-34,275.493194444
16502,1,-132,149.595416667
16503,-27,-48,911.384861111
16504,-37,178,520.8625
16505,23,-179,0.793472222222
16506,-29,155,754.409166667
16507,12,-62,522.471388889
16508,-19,39,435.978055556
16509,-8,-24,512.489166667
16510,20,132,32.8495833333
16511,1,-22,392.546944444
16512,20,-19,1175.38263889
16513,12,151,990.298055556
16514,-63,-55,0.834861111111
16515,-10,76,271.107361111
16516,3,68,221.705416667
16517,35,-10,324.079305556
16518,0,-84,3.56263888889
16519,5,-35,63.7038888889
16520,-19,7,597.788055556
16521,-7,-6,1.79847222222
16522,10,-174,87.2597222222
16523,37,-37,1096.61805556
16524,-7,-83,12.3636111111
16525,-3,-83,57.3433333333
16526,-15,-142,79.3327777778
16527,-8,-162,860.124583333
16528,-31,157,258.26375
16529,7,-102,156.020555556
16530,-13,-18,99.8063888889
16531,-16,-84,1780.43666667
16532,36,-42,371.321111111
16533,16,-156,570.29875
16534,72,37,75.5520833333
16535,-26,88,93.6131944444
16536,-13,-88,33.9781944444
16537,-20,-88,136.098055556
16538,-48,-85,0.308472222222
16539,11,100,46.2140277778
16540,-37,104,338.969444444
16541,24,-164,65.3818055556
16542,-25,91,169.283194444
16543,10,-98,9.02513888889
16544,-15,89,8.03055555556
16545,-30,-89,505.544861111
16546,4,-120,87.2288888889
16547,23,-93,15.4926388889
16548,-37,-41,5.96402777778
16549,-37,163,63.0555555556
16550,7,-105,40.9136111111
16551,-42,-135,28.9323611111
16552,16,159,186.333055556
16553,60,175,43.7381944444
16554,13,-40,88.9601388889
16555,-38,111,866.440833333
16556,-15,-26,138.06
16557,6,-166,20.0925
16558,-40,70,67.2445833333
16559,9,-59,11.6129166667
16560,18,106,3.03333333333
16561,-31,14,1504.255
16562,-9,-166,339.4475
16563,-23,-177,174.825416667
16564,-43,-79,38.2233333333
16565,13,-42,1.00666666667
16566,47,155,7.94291666667
16567,50,145,1477.32333333
16568,12,61,55.8511111111
16569,32,18,130.659444444
16570,71,13,10.63
16571,26,55,55.1463888889
16572,16,-146,22.1947222222
16573,59,150,326.128333333
16574,-34,-167,58.7944444444
16575,37,-167,1.57847222222
16576,15,-130,8.99902777778
16577,-4,-114,8.36777777778
16578,-36,-166,9.52013888889
16579,-42,-2,24.4351388889
16580,38,-177,100.265138889
16581,-30,-155,72.7825
16582,-37,46,8.45569444444
16583,42,174,22.0354166667
16584,-13,-30,12.8359722222
16585,24,153,18.0454166667
16586,47,-17,22.9941666667
16587,-34,-76,29.0005555556
16588,58,-62,29.1426388889
16589,-27,-93,14.9347222222
16590,-29,-89,26.7491666667
16591,46,37,11.9991666667
16592,74,-69,78.1018055556
16593,59,146,205.909722222
16594,12,-98,1.16402777778
16595,-8,68,10.6336111111
16596,8,75,17.95625
16597,-29,-28,302.454722222
16598,11,73,42.4059722222
16599,-19,-11,3.56013888889
16600,74,67,2.69013888889
16601,13,66,10.2161111111
16602,15,59,178.435138889
16603,70,54,54.6269444444
16604,24,-23,242.071805556
16605,-16,151,49.1141666667
16606,-26,-6,108.780972222
16607,-61,-165,11.5059722222
16608,-23,156,6.77361111111
16609,-63,-165,5.24138888889
16610,19,-141,13.34
16611,-48,74,4.43222222222
16612,-8,-168,4577.19875
16613,-27,3,99.1233333333
16614,-2,170,1240.82375
16615,29,-164,801.607777778
16616,39,119,229914.543889
16617,39,120,109821.57375
16618,-73,179,239.528472222
16619,4,90,18.20375
16620,35,119,589778.488889
16621,63,9,2318.88694444
16622,-4,53,798.966805556
16623,-26,97,191.932361111
16624,-15,168,2347.23902778
16625,11,-17,10400.7131944
16626,-13,57,1321.11416667
16627,62,-25,2448.09569444
16628,11,-38,71.2979166667
16629,1,-80,35.98875
16630,-6,-157,105.800277778
16631,53,-12,14094.23125
16632,-23,-112,169.056388889
16633,-36,166,106.388333333
16634,40,-67,1181.1175
16635,-3,-154,490.355416667
16636,80,29,704.455972222
16637,-39,147,118.508888889
16638,-31,153,780.939722222
16639,-34,26,2871.77277778
16640,29,-152,269.374861111
16641,0,67,770.88125
16642,-12,-130,718.825
16643,20,-146,221.588055556
16644,-20,53,249.166805556
16645,34,145,466.083194444
16646,5,136,1207.66055556
16647,-53,-64,2533.93388889
16648,-21,-15,168.978055556
16649,7,178,267.709166667
16650,-6,170,801.915138889
16651,30,-154,399.030555556
16652,30,-29,206.6275
16653,16,136,209.824583333
16654,23,136,116.244722222
16655,7,-176,195.188194444
16656,4,67,159.245277778
16657,5,-33,64.2379166667
16658,-18,-116,287.251666667
16659,-45,175,1011.90763889
16660,-32,-51,1643.25
16661,56,-173,1769.72819444
16662,-31,43,1250.78986111
16663,5,-134,743.286527778
16664,25,165,198.437222222
16665,-15,160,822.855277778
16666,21,132,29.0001388889
16667,-25,11,60.8563888889
16668,-7,-125,667.227083333
16669,-30,32,48.9529166667
16670,-52,-60,131.011666667
16671,-60,-42,0.00513888888889
16672,-11,-170,1192.75027778
16673,0,61,443.927916667
16674,0,-22,318.077222222
16675,17,133,469.575277778
16676,31,167,353.493333333
16677,3,62,547.909583333
16678,-30,62,32.6627777778
16679,-77,172,15.7870833333
16680,7,-98,26.8186111111
16681,9,-31,304.360138889
16682,-45,47,49.7794444444
16683,5,-91,99.2620833333
16684,44,-11,49.7656944444
16685,-57,-73,1.04666666667
16686,-23,-75,88.8397222222
16687,22,150,756.752916667
16688,51,-178,897.183333333
16689,48,-15,32.1093055556
16690,-16,158,867.831388889
16691,-2,-117,66.5827777778
16692,35,126,1133.85777778
16693,-25,51,698.913055556
16694,16,-164,510.309305556
16695,18,151,544.103888889
16696,-20,-18,0.979722222222
16697,2,-101,1.66625
16698,-14,-6,41.2416666667
16699,20,133,7.33777777778
16700,7,-79,58.8133333333
16701,-2,143,53.3766666667
16702,-11,175,207.564583333
16703,3,140,1512.78236111
16704,26,-67,53.1472222222
16705,11,152,10.0691666667
16706,27,140,200.560555556
16707,4,72,8.8125
16708,22,135,20.9525
16709,13,-120,13.3611111111
16710,12,131,195.378194444
16711,17,153,1233.95791667
16712,13,-115,40.8563888889
16713,-1,154,561.73125
16714,-31,57,202.612638889
16715,-3,-101,5.65208333333
16716,-25,-115,11.7033333333
16717,-35,-178,4.32625
16718,32,148,366.926111111
16719,-34,48,668.78625
16720,-29,53,208.835833333
16721,-26,47,76.4879166667
16722,6,56,7.29625
16723,25,-152,255.4475
16724,8,166,197.906805556
16725,-30,-90,487.381388889
16726,41,-73,97.3380555556
16727,-8,144,16.0354166667
16728,-35,-8,9.37069444444
16729,3,-118,134.276527778
16730,7,-160,11.9865277778
16731,-3,80,314.56625
16732,8,174,137.104583333
16733,-14,58,600.119027778
16734,19,72,476.633194444
16735,5,139,324.057222222
16736,30,-139,58.4129166667
16737,29,-92,5004.53972222
16738,-18,-28,4.95916666667
16739,-22,-170,134.722222222
16740,-26,179,479.558888889
16741,-44,-88,1.27444444444
16742,73,39,13.0822222222
16743,14,-132,12.3531944444
16744,-44,5,371.596388889
16745,19,-108,82.0869444444
16746,-24,5,245.216805556
16747,-15,129,10.5156944444
16748,59,-171,2918.2325
16749,-36,101,5.38402777778
16750,6,-165,1.78027777778
16751,-43,-78,74.8598611111
16752,40,133,10.31375
16753,-33,72,77.7919444444
16754,7,88,30.5054166667
16755,41,-47,199.728194444
16756,-37,50,11.4441666667
16757,-35,14,171.310138889
16758,6,146,88.8238888889
16759,-33,-171,66.9676388889
16760,11,-153,32.3961111111
16761,11,-152,52.7913888889
16762,13,-144,6.17277777778
16763,30,-175,16.47125
16764,38,145,245.542361111
16765,-36,92,16.6056944444
16766,39,12,136.145555556
16767,-35,49,520.917222222
16768,27,-142,430.507916667
16769,38,152,912.469444444
16770,-23,-82,197.124861111
16771,7,53,3.67069444444
16772,-33,96,273.180555556
16773,37,169,479.769444444
16774,64,-59,262.502361111
16775,-8,-91,12.3448611111
16776,39,-176,28.0348611111
16777,19,-50,20.4002777778
16778,41,-170,0.0911111111111
16779,-46,2,1.60625
16780,31,133,82.9075
16781,42,-48,120.331666667
16782,10,84,63.3275
16783,43,-166,0.622777777778
16784,62,-175,11.0447222222
16785,71,64,21.3129166667
16786,-35,132,10.1870833333
16787,-36,-136,28.0522222222
16788,-35,-135,12.2298611111
16789,24,-151,251.605694444
16790,45,-39,36.4720833333
16791,46,154,1337.97180556
16792,45,153,332.901805556
16793,44,149,283.842222222
16794,-19,-8,3.52708333333
16795,-28,47,2101.26055556
16796,78,29,862.067638889
16797,26,57,1.83069444444
16798,72,67,20.4913888889
16799,-44,63,2.40402777778
16800,-53,13,17.3986111111
16801,72,-58,841.963055556
16802,-32,-38,13.6838888889
16803,63,-168,14.6901388889
16804,-35,133,7.20402777778
16805,22,-151,398.79375
16806,41,34,1.89847222222
16807,10,-163,23.6847222222
16808,59,-24,19.5368055556
16809,-29,-101,150.569166667
16810,-42,130,1.05638888889
16811,-4,-4,12.9204166667
16812,7,-110,0.544305555556
16813,75,74,1.95111111111
16814,20,72,6.47902777778
16815,-28,-5,74.8595833333
16816,46,148,2.43638888889
16817,-7,-33,8.77472222222
16818,-73,-174,8.36041666667
16819,-74,-128,3.205
16820,1,70,3.69041666667
16821,-24,-107,5.60513888889
16822,-65,-62,2373.93944444
16823,-55,-64,4367.88875
16824,-49,-60,63.6181944444
16825,-40,-9,138.40375
16826,-24,-16,66.4870833333
16827,-1,167,1461.04083333
16828,60,-3,22254.8943056
16829,25,52,20977.5472222
16830,18,-96,53.9902777778
16831,8,-14,13222.6188889
16832,54,12,4130.05569444
16833,-3,54,546.531944444
16834,-25,41,69.0351388889
16835,-15,175,1673.47958333
16836,-15,-114,532.240972222
16837,-17,-130,1088.14166667
16838,55,13,6076.96319444
16839,-21,-115,222.962916667
16840,57,163,1546.30472222
16841,-3,-109,265.555
16842,9,-151,41.0544444444
16843,-2,159,991.880555556
16844,56,152,2655.11958333
16845,-46,171,2010.24416667
16846,52,1,2021.78083333
16847,69,21,857.927777778
16848,42,141,3417.49819444
16849,-18,7,1038.99319444
16850,-9,152,411.844722222
16851,31,-117,983.292777778
16852,71,16,12028.4318056
16853,40,-11,234.773194444
16854,-25,107,56.4165277778
16855,-41,167,227.11625
16856,7,-25,603.060138889
16857,-30,61,59.5883333333
16858,40,-16,512.6125
16859,17,139,550.308888889
16860,-38,-53,73.6002777778
16861,-6,-8,133.766527778
16862,-12,49,196.240694444
16863,-4,57,698.792222222
16864,-5,-122,42.2684722222
16865,12,140,68.7705555556
16866,-43,-75,419.851944444
16867,-3,-23,380.012916667
16868,24,-179,0.876666666667
16869,34,-51,381.076111111
16870,37,146,1494.165
16871,-2,-122,36.2391666667
16872,32,-40,161.028472222
16873,35,-24,341.639722222
16874,9,-16,5155.60777778
16875,-36,-8,12.71625
16876,-65,113,150.62
16877,33,-48,216.458611111
16878,69,38,1281.99152778
16879,40,12,3119.38611111
16880,-2,-148,155.447777778
16881,36,30,3255.85527778
16882,53,-165,2080.01694444
16883,-13,129,253.276944444
16884,-22,161,228.445694444
16885,-12,157,2030.58388889
16886,39,141,105.299722222
16887,63,-11,4946.24333333
16888,52,-132,436.48375
16889,26,127,2000.25027778
16890,20,-147,132.551527778
16891,21,169,7.74152777778
16892,-10,-87,37.3881944444
16893,2,-19,509.8175
16894,-2,-14,147.766111111
16895,-68,-83,2.45013888889
16896,3,-81,110.825694444
16897,-16,178,352.185694444
16898,-3,89,128.533194444
16899,-2,149,393.301527778
16900,1,-127,178.966944444
16901,21,120,96.4988888889
16902,1,-128,376.883194444
16903,-9,-155,1636.03930556
16904,5,89,3.9825
16905,-19,-93,1613.64055556
16906,31,-14,251.865138889
16907,20,179,69.3336111111
16908,-9,175,413.335277778
16909,38,-45,476.763055556
16910,-34,-45,50.1970833333
16911,14,-159,681.309305556
16912,26,151,172.544305556
16913,-58,-67,148.208055556
16914,-10,144,5.53708333333
16915,25,-77,16.9463888889
16916,21,-165,20.05875
16917,61,177,5388.61388889
16918,18,158,573.63875
16919,-38,48,1.82625
16920,-16,145,232.288611111
16921,-7,99,2.95611111111
16922,59,-17,200.084861111
16923,-16,-91,595.420972222
16924,-32,-122,287.616805556
16925,18,179,51.9054166667
16926,21,-152,81.7630555556
16927,-21,-175,33.3661111111
16928,5,53,34.5113888889
16929,4,-123,260.181666667
16930,25,-167,59.1990277778
16931,-45,-86,44.6145833333
16932,0,-27,2.47236111111
16933,9,164,673.849166667
16934,-18,140,310.244861111
16935,89,104,9.84611111111
16936,-9,-84,885.394444444
16937,58,-167,641.691388889
16938,-1,-148,192.461805556
16939,17,-158,528.372361111
16940,17,128,40.36625
16941,58,-11,5.31
16942,-1,-178,24.785
16943,-33,-92,40.6051388889
16944,-39,66,469.762916667
16945,-29,-95,45.205
16946,-38,106,581.453888889
16947,-40,105,0.983055555556
16948,-4,153,158.214583333
16949,-12,-170,1350.87222222
16950,-21,2,344.507638889
16951,12,-121,57.4525
16952,-38,98,54.6244444444
16953,-34,60,339.3625
16954,-25,9,459.382777778
16955,-26,9,47.1495833333
16956,-7,-30,59.1061111111
16957,-17,139,691.778888889
16958,-37,62,116.373888889
16959,13,-44,12.7255555556
16960,18,-177,12.1434722222
16961,-24,4,197.017361111
16962,7,-127,37.4325
16963,7,57,8.58930555556
16964,-32,-132,348.326388889
16965,26,-132,55.2480555556
16966,41,-63,99.3547222222
16967,-36,-47,28.5722222222
16968,19,-58,11.49125
16969,-36,86,41.8656944444
16970,20,130,15.74125
16971,33,20,48.6295833333
16972,71,12,1.67208333333
16973,39,170,687.799722222
16974,-32,102,141.97125
16975,37,170,249.435972222
16976,2,-175,15.4811111111
16977,11,-76,47.67375
16978,62,-12,246.669166667
16979,39,-172,32.5320833333
16980,-4,-28,187.837083333
16981,-14,-153,233.331944444
16982,-24,-164,42.8358333333
